,Ch. 401 (V),Ch. 402 (V),Ch. 403 (V),Ch. 404 (V),Ch. 405 (V),Ch. 406 (V),Ch. 407 (V),Ch. 408 (V),Ch. 409 (V),Ch. 410 (V),Ch. 421 (deg C),Ch. 422 (deg C)
2026/05/28 02:35,0.02917021489,0.03768578232,0.038110124762,0.0373355953,0.03796756866,0.037131444262000005,0.015436086248,0.03201634517,0.037155169684000004,0.037025300372000004,45.72228019,21.30868045
2026/05/28 16:35,0.028998072067999998,0.03776876739,0.037683236728,0.037471618684,0.038143520888,0.037369821334,0.015409539844,0.031859237854,0.036091315592,0.037218784444,45.79326298,21.33006242
2026/05/28 18:35,0.02979202454,0.036597132008,0.038364961294,0.036083768212,0.037029012532,0.036125954108,0.015233843415999999,0.032546036679999994,0.036510986056000005,0.035952885292000004,45.72583118,21.31588471
2026/05/28 20:35,0.029698763512000004,0.036580563107999994,0.038270441662,0.036285259151999996,0.036999678598,0.036150587456,0.015266129251999999,0.032491272174000004,0.036620182641999996,0.036025821792,45.78114555,21.2707579
2026/05/28 22:35,0.029276054406,0.03691528900799999,0.037422179544,0.036576127076000005,0.037325986534,0.036462680236,0.01537744725,0.03219385574,0.036919485912,0.036311337060000004,45.7769091,21.276677
2026/05/29 02:35,0.029096683108,0.036969122538,0.036967117474,0.036686007002,0.037349594342000005,0.036544777646000004,0.015449327148,0.032136254280000005,0.036532556029999996,0.036395730455999996,45.86434854,21.30616878
2026/05/29 04:35,0.029045474191999997,0.036749546721999996,0.036828376297999996,0.036422423562,0.03713986924399999,0.036616920344000006,0.015418465196,0.032245021792000006,0.036187629262,0.036149182234,45.85157905,21.33679699
2026/05/29 12:35,0.029683247496000004,0.036579948612,0.03809222411600001,0.036200246272000004,0.036907916234000006,0.035987270116,0.01515846159,0.032603675816,0.036506290748000006,0.035981482718,45.88546714,21.2866548
2026/05/29 14:35,0.029189698054000002,0.037659123742,0.038011804898000004,0.037336397194000004,0.038055395513999994,0.037295609855999994,0.015341736434,0.032010236340000005,0.036847845922,0.037051368222,45.7518721,21.38888828
2026/05/29 16:35,0.029608316938,0.036563901057999997,0.038087089174,0.03656172561,0.037042592609999994,0.036024266042,0.015140525498,0.032551063624,0.036443658882,0.035863039824,45.80489771,21.37988084
2026/05/29 18:35,0.029650257044,0.03646171379,0.038351988834,0.036284000496,0.036920293660000006,0.036275596212,0.015152653561999999,0.032522828537999995,0.036554408989999995,0.035978142514,45.74900211,21.49690031
2026/05/29 20:35,0.029328120347999996,0.03683769062,0.037698283146,0.036488690424000006,0.037182076742000005,0.036349371586000004,0.015242957069999999,0.032269907663999994,0.036868803648,0.036309019942,45.80805047,21.43621826
2026/05/29 22:35,0.029262536412000002,0.036912031528,0.037430820547999996,0.0365195553,0.037285133405999996,0.036358204724,0.01525957084,0.032192888652,0.036821154584,0.036268420506,45.73846816,21.36876528
2026/05/30 02:35,0.029007193208,0.037052395542,0.036822166155999994,0.03670333242,0.037380906826,0.036642222022,0.015395452438000001,0.03209420206,0.036383656153999994,0.036430713382000005,45.70993454,21.29628127
2026/05/30 04:35,0.029082091245999996,0.036975033756,0.03698250493000001,0.03668418904200001,0.037361485044000005,0.036535077166000005,0.015366513399999998,0.032104481954,0.03660451991600001,0.036412134828,45.7314893,21.34487495
2026/05/30 08:35,0.029656835376,0.036571122208000004,0.038050040498,0.036284940444000005,0.036945585482000005,0.036084190024,0.015204417772,0.03250599372,0.03651701845000001,0.036049127968,45.65883396,21.30823733
2026/05/30 10:35,0.029751438028,0.036575031148,0.038282543392,0.036235077580000004,0.036940762338,0.03605527344,0.015137505876,0.032506604534000005,0.03649260499,0.035935827357999994,45.72176944,21.36913628
2026/05/30 12:35,0.029601042704,0.036554208566,0.037955763304,0.036233372890000004,0.03695533719,0.036090863449999996,0.015139035566,0.032395803022,0.036528940344,0.035942807236,45.85593384,21.38185516
2026/05/30 14:35,0.029476205221999997,0.036388197552,0.037595570290000005,0.036125024411999995,0.036817710048,0.035986614384000006,0.015107362213999997,0.032398623306000005,0.036415634876000004,0.035820833466,45.73718974,21.34653057
2026/05/30 16:35,0.029536913577999997,0.03632848698,0.037630569052000004,0.036073647876,0.03674103399999999,0.035955808314,0.015129522658,0.032489495946,0.036420147098,0.035755392425999996,45.70983411,21.35648205
2026/05/30 18:35,0.02943829382,0.036643978168,0.037938228048,0.036398668844,0.037058979805999995,0.036216193168,0.015204087336,0.032388050006,0.036653260704000004,0.036063806714,45.80876503,21.32579383
2026/05/30 20:35,0.029129310756000004,0.036961676108,0.037315165633999996,0.036650105546,0.037382630257999996,0.036573659628,0.01526838482,0.03207597606,0.036834831584,0.036457158604,45.72194006,21.31964744
2026/05/30 22:35,0.028955533905999996,0.036930158064,0.036662834584000006,0.036505189498,0.03726079328,0.036343451295999994,0.015288681634,0.03203827775200001,0.036301747014,0.036267928916,45.72105334,21.3049589
2026/05/31 02:35,0.029722877880000005,0.035674503649999995,0.037314162362000004,0.035417271374,0.036147026334,0.035279829036,0.015229685484,0.032899280188,0.035751284348,0.03516235373,45.70067981,21.43006259
2026/05/31 04:35,0.029506578001999996,0.035691118224,0.037005339016,0.035341846478,0.036262393746,0.034950163176,0.01520915989,0.032788668744,0.035415121694000004,0.035080767422,45.7408668,21.44848118
2026/05/31 08:35,0.029108936444,0.03643552060199999,0.036749424860000005,0.036126149196,0.036782425054,0.035952150594,0.01519262223,0.032296185384,0.036398022424,0.035868480311999996,45.70979294,21.46584133
2026/05/31 10:35,0.02929203037,0.036426602968,0.03711602874,0.036208071599999996,0.036811026212,0.035977959543999995,0.015175520686,0.032339727906,0.036434329354,0.035931723426,45.85830478,21.32292554
2026/05/31 12:35,0.02933973472,0.036401275692,0.037137259994000006,0.036053468542,0.03675482881000001,0.03589378796,0.015140819802,0.032347010168,0.036319665922,0.035745510038,45.81470539,21.20798067
2026/05/31 14:35,0.029323478953999997,0.03623267577,0.036976714388,0.03595828077600001,0.036707089668,0.035786237113999995,0.015137746384,0.032379407597999996,0.036218207394,0.035679607046,45.76913952,21.29726578
2026/05/31 16:35,0.029489464098,0.036164780906,0.037394887286,0.035856970726000005,0.036568999446,0.035778052049999995,0.015067023605999999,0.032483549124,0.036212965478,0.035618387035999996,45.71646342,21.27893958
2026/05/31 18:35,0.029278017936,0.036786515244,0.037585009522,0.036458176519999996,0.03717181905,0.036323167893999996,0.015222887227999998,0.032232834712,0.036797652592000005,0.036216641573999994,45.82640031,21.22442865
2026/05/31 20:35,0.029243012074000003,0.036671882509999996,0.037258295566,0.036443257406,0.037052582638,0.03624302634399999,0.015230781886,0.03223284586,0.036689762724,0.036163899176000006,45.82139092,21.26455825
2026/05/31 22:35,0.029211627588,0.036721418374,0.037157957412,0.036349299296,0.037047305656,0.036194841804,0.015218351315999998,0.032238723967999997,0.036698395281999995,0.036132269866,45.82575002,21.257466
2026/06/01 02:35,0.029256005376,0.036650066006,0.037184315912000006,0.036376993788,0.03699093245,0.036175151912,0.015291380863999999,0.032254030678,0.036638643942000004,0.036049524938,45.76207303,21.32009276
2026/06/01 04:35,0.029266481128,0.036786244008,0.03721264534199999,0.036499938364,0.037147430971999996,0.03639611025,0.015321368412,0.03221765115400001,0.03680607646799999,0.036235296338,45.69468478,21.40959992
2026/06/01 08:35,0.028849728048,0.03792721812,0.037612232376,0.037558857024000004,0.03826075569,0.037424108494,0.015365931606,0.031778977996000005,0.036250458778,0.037275987969999994,45.82668348,21.35798053
2026/06/01 12:35,0.029818905516,0.036774967395999995,0.038522086062,0.03627405185799999,0.037115314590000004,0.03602626695,0.015226152799999998,0.032575039878000006,0.036521939930000004,0.035900129314,45.88056163,21.34568433
2026/06/01 14:35,0.029157438355999998,0.037669599708000004,0.03798679148,0.037334538458,0.03794948341,0.0373168079,0.015392375320000002,0.03204431055800001,0.036874758746000005,0.037080493288,45.7089291,21.38851212
2026/06/01 16:35,0.029770502523999997,0.036622227564,0.038327147676,0.036226674052,0.03695749121,0.036026933446,0.015237558000000002,0.032576652478,0.036570344979999996,0.03591961704,45.80395157,21.42817542
2026/06/01 18:35,0.029413639536000003,0.0369690903,0.037933402266,0.036573747454,0.037359317392000005,0.036453706163999997,0.015310295666000001,0.0322501148,0.036952195375999995,0.036359187672,45.80695114,21.46521732
2026/06/01 20:35,0.02944812887,0.036611571009999996,0.0379051223,0.036422374773999996,0.037074282058,0.036215303936,0.015217358338,0.032344560532,0.036656721446000004,0.036071863098,45.81724712,21.33497949
2026/06/01 22:35,0.029712457914000002,0.03635687364,0.038099417914,0.036007275834,0.036772329872,0.035854723591999996,0.015180719758,0.032603727214,0.036435533088,0.035781863826,45.66681587,21.31460453
2026/06/02 02:35,0.029659125188000002,0.036265304048000005,0.037834401986,0.035944324812,0.036628890158000006,0.035801424798,0.01523467936,0.032600894274,0.036292680148,0.03572545788999999,45.74100578,21.36417195
2026/06/02 04:35,0.029691199752,0.036297547072,0.03786931064,0.03598147426,0.03670194052,0.035861609756,0.015236419767999998,0.032601222464000004,0.036354524286,0.035667081792,45.77198633,21.34065914
2026/06/02 08:35,0.029717110264,0.036800112762,0.038376896058,0.036414950736,0.037206845918000005,0.036251758298,0.015291484638,0.03244928004,0.03674063738,0.036130772358,45.71928245,21.18659471
